department,promoted,review,projects,salary,tenure,satisfaction,bonus,avg_hrs_month,left
admin,0,0.618177937,3,medium,7,0.365086707,0,186.9459316,0
marketing,0,0.714020361,3,medium,6,0.554425944,0,182.2196034,0
IT,0,0.752942309,3,medium,5,0.531683368,0,180.7168494,1
operations,0,0.609919766,4,medium,7,0.625749527,0,187.3557921,1
operations,0,0.566580836,3,low,7,0.775051496,0,186.8924285,1
logistics,0,0.531920185,3,medium,4,0.857802691,0,176.4246002,0
sales,0,0.551629369,4,medium,9,0.461256933,1,191.6863745,0
IT,0,0.656847166,3,high,5,0.557354224,1,180.9787923,0
engineering,0,0.61574569,3,medium,6,0.582550637,1,182.8348198,0
marketing,0,0.683354351,2,medium,5,0.560354315,0,178.8996681,0
sales,0,0.600550604,3,medium,7,0.350713229,0,186.2134174,0
retail,0,0.690251213,3,medium,6,0.618662848,1,181.8003067,0
IT,0,0.82117502,3,high,5,0.409951624,1,179.5449978,1
engineering,0,0.623738178,3,medium,5,0.732001934,1,179.3927121,0
support,0,0.667730386,3,low,5,0.555890195,0,180.4070803,0
retail,0,0.706352524,3,medium,8,0.653898262,0,187.8152293,1
sales,0,0.672233604,4,high,8,0.634242866,0,188.0621387,1
operations,0,0.611792618,3,low,6,0.709425637,0,181.8738226,0
operations,0,0.60986769,3,low,7,0.472374987,0,186.5972711,0
sales,0,0.557571786,3,medium,5,0.824675152,0,179.3319418,0
engineering,0,0.697630128,5,medium,8,0.61184613,0,187.8633572,1
operations,0,0.668460876,3,high,7,0.427980134,1,187.395812,0
retail,0,0.683882262,3,medium,5,0.606514813,1,180.4654548,0
engineering,0,0.689534125,4,medium,6,0.464440031,0,184.3479197,0
sales,0,0.625417093,3,high,5,0.18737665,0,180.6933226,0
retail,0,0.661363892,3,low,7,0.787773847,0,187.2618575,0
retail,0,0.711449884,3,medium,7,0.383348419,0,185.7096364,1
sales,0,0.655942174,3,medium,5,0.589641247,0,179.7592678,1
engineering,0,0.598069495,4,high,7,0.666960312,0,185.4361684,0
operations,0,0.718763185,4,medium,7,0.757214787,0,187.1901578,1
retail,0,0.632206215,3,medium,8,0.492281151,0,188.1624908,0
sales,0,0.5525635,3,medium,5,0.6494975,0,181.0964601,0
IT,0,0.770349192,3,high,6,0.454929454,0,182.6227096,0
operations,0,0.458551865,4,medium,7,0.352286136,0,187.008097,0
operations,0,0.580049367,4,medium,4,0.673287383,0,178.1348156,0
retail,0,0.567803116,4,medium,6,0.692777768,0,182.752677,0
sales,0,0.725171569,3,high,7,0.349847694,0,185.9910755,1
marketing,0,0.83959646,3,low,4,0.367608204,0,177.0520278,1
support,0,0.659481365,3,high,6,0.528554806,1,182.5672908,0
sales,0,0.507764022,3,high,9,0.43679265,0,192.6142649,0
engineering,0,0.731945748,3,medium,8,0.380595659,0,187.6832682,0
sales,0,0.572406157,3,low,9,0.523076377,0,190.6946018,0
operations,0,0.482797531,3,low,5,0.854343556,0,181.3384112,0
sales,0,0.565219333,3,medium,7,0.549355828,0,187.1929482,1
operations,0,0.638694298,3,medium,5,0.671628623,0,180.1471872,0
admin,0,0.58919028,3,medium,8,0.691001417,0,187.8131422,1
engineering,0,0.573548609,3,medium,5,0.705747029,1,179.0452866,0
support,0,0.671814261,3,medium,8,0.559946721,0,187.9747551,1
engineering,0,0.752845228,3,medium,7,0.457142091,0,186.9256562,0
marketing,0,0.486268121,3,medium,4,0.113444397,0,177.4597285,0
marketing,0,0.823768948,4,medium,6,0.258592338,0,181.7109215,1
engineering,0,0.84935019,3,medium,4,0.45174097,1,177.3783709,1
marketing,0,0.533538264,3,low,6,0.797363846,0,181.5635869,0
retail,0,0.685218316,3,medium,7,0.275357222,0,185.3496702,0
sales,0,0.808060006,2,medium,4,0.628252011,0,176.7377064,0
engineering,0,0.635114469,3,medium,6,0.573369828,0,182.863346,0
marketing,0,0.647746757,3,medium,10,0.585753478,0,193.5047965,0
retail,0,0.648828392,2,high,6,0.634702446,1,184.0535753,0
sales,0,0.566138394,3,medium,5,0.684582715,0,180.5848599,0
support,0,0.796501794,3,medium,5,0.472621966,0,179.0259688,1
retail,0,0.548658655,4,high,7,0.369919884,0,185.379232,0
engineering,0,0.570931372,3,medium,7,0.421626137,0,186.0010816,0
sales,0,0.540682836,3,medium,5,0.707363392,0,179.4856407,0
operations,0,0.810165893,3,medium,5,0.423714458,1,179.5345446,1
retail,0,0.599673069,4,medium,6,0.736768946,0,182.26,0
finance,0,0.672318806,4,medium,6,0.490082911,0,182.2542832,0
engineering,0,0.783840259,2,medium,6,0.413571437,0,183.3635534,0
IT,0,0.612708172,4,low,8,0.54139206,0,187.7310765,0
engineering,0,0.621178044,4,medium,4,0.472659212,1,178.1566431,0
engineering,0,0.627649353,4,low,6,0.583890053,0,181.5435214,0
operations,0,0.588080872,3,medium,7,0.248893737,0,186.2693703,0
operations,0,0.583381106,3,medium,7,0.339252253,1,186.2673222,0
support,0,0.774925862,3,low,4,0.49141843,0,177.741821,1
sales,0,0.748593689,3,low,8,0.394075088,0,189.5913322,1
operations,0,0.57011016,3,medium,9,0.614403528,0,193.2468265,0
operations,0,0.520870852,4,medium,4,0.883358855,1,177.6933844,0
retail,0,0.519672539,4,medium,8,0.256176229,1,189.39385,0
marketing,0,0.599469824,3,medium,5,0.62388113,0,180.5218157,0
operations,0,0.688614057,3,medium,6,0.295433792,0,184.2580392,0
marketing,0,0.660941694,3,medium,8,0.50300583,0,190.0674665,0
support,0,0.490323918,3,high,8,0.412793093,0,188.6387246,0
sales,0,0.508964923,3,medium,7,0.749028459,0,186.1244434,1
engineering,0,0.714298687,4,medium,9,0.49742899,0,191.5385868,0
support,0,0.797183522,3,medium,8,0.460212754,0,187.9840341,0
operations,0,0.704828223,3,medium,8,0.35241713,0,189.8791067,1
sales,0,0.651078418,4,high,7,0.549066794,0,187.2773859,0
logistics,0,0.605021987,3,low,9,0.475790979,0,191.8856334,0
engineering,0,0.654323901,4,low,6,0.574117652,0,182.7377976,0
logistics,0,0.585647906,3,medium,9,0.501848475,1,191.5888223,0
IT,0,0.652382219,3,medium,6,0.54408727,0,184.0427041,0
retail,0,0.685038656,3,medium,8,0.732035737,0,188.0075938,1
operations,0,0.734917337,3,medium,6,0.415510677,0,183.6524206,1
retail,0,0.755398906,4,medium,6,0.324487765,1,184.3580883,1
operations,0,0.573906015,4,medium,7,0.506783968,0,187.2584674,0
marketing,0,0.666907204,3,medium,8,0.469271764,0,188.9347304,0
retail,0,0.714729263,3,medium,7,0.374770686,0,184.7361261,0
marketing,0,0.583096302,2,medium,6,0.629517836,0,184.2688441,0
engineering,0,0.644310556,3,medium,5,0.756682082,1,180.1559469,0
retail,0,0.686143678,4,medium,6,0.677183875,0,183.4093938,0
sales,0,0.645160536,4,low,5,0.707832014,0,180.4863491,0
retail,1,0.767401767,3,medium,7,0.296473463,0,186.1518594,1
operations,0,0.636008456,4,medium,9,0.482459077,0,193.302701,0
finance,0,0.62637329,3,low,7,0.706454786,1,185.9209342,1
retail,1,0.572767594,2,low,7,0.4466348,0,185.4438418,0
marketing,0,0.542771918,3,high,8,0.525380737,0,190.2799451,0
engineering,0,0.567541105,4,medium,8,0.371270079,1,190.457428,0
operations,0,0.569234824,3,high,7,0.585924225,0,186.9284311,0
operations,0,0.600074621,3,medium,6,0.657574199,0,182.7667976,0
retail,0,0.618747643,3,high,5,0.598112913,0,180.9291819,0
finance,0,0.642262937,4,medium,8,0.434026613,0,188.0994851,0
operations,0,0.758976637,3,medium,7,0.423845543,0,185.6747533,0
marketing,0,0.62770264,3,medium,5,0.693090499,0,180.567856,0
retail,0,0.560616553,4,medium,9,0.545598121,1,192.1552653,0
support,0,0.613545349,3,medium,7,0.373676296,1,186.3428747,0
operations,0,0.715522001,4,high,6,0.404464331,0,184.3679375,1
IT,0,0.600513984,3,medium,7,0.443512561,0,187.480931,0
operations,0,0.752398246,3,medium,5,0.520684391,1,180.8177944,0
engineering,0,0.778464929,4,low,5,0.410683421,1,179.2974365,1
retail,0,0.546024598,4,medium,8,0.313071997,0,187.7223352,0
sales,0,0.726723549,3,medium,8,0.619832512,1,188.7775316,1
operations,1,0.673205336,4,medium,10,0.530151348,1,194.4143961,0
operations,0,0.751899661,3,medium,6,0.443678955,0,182.708149,0
operations,0,0.679842333,3,medium,7,0.560255576,1,185.5445827,0
retail,0,0.818341813,3,high,7,0.200168449,1,186.7551023,0
sales,0,0.676740333,4,low,9,0.481370719,0,192.1260846,0
sales,0,0.739323878,4,medium,5,0.477362017,0,181.2522583,1
retail,0,0.652875065,4,medium,5,0.653820059,1,178.8576744,0
engineering,0,0.732497983,3,medium,7,0.339715934,0,185.7772899,0
operations,0,0.645954387,3,medium,6,0.356057733,0,184.2115935,1
support,0,0.68555867,3,medium,8,0.604925236,0,187.7125894,1
retail,0,0.681702285,3,high,5,0.656990384,0,180.2126983,0
sales,0,0.708080112,3,low,5,0.648108549,1,181.0225472,0
retail,0,0.651283931,3,medium,7,0.375756517,1,185.9456109,1
admin,1,0.631700643,3,high,5,0.536884671,0,181.338697,0
operations,0,0.694353426,3,medium,7,0.746133341,0,187.2669704,1
operations,0,0.708621971,4,medium,8,0.555058744,0,188.8112618,1
engineering,0,0.729732608,3,medium,6,0.370000148,0,182.5929123,0
marketing,0,0.662108182,3,medium,9,0.420701245,0,191.6378762,0
sales,0,0.650973622,4,medium,9,0.459768066,0,191.154615,0
sales,0,0.72691923,3,high,5,0.573775789,0,180.3300637,1
support,0,0.729842379,4,medium,7,0.38966711,0,186.8205232,0
engineering,0,0.561250947,3,high,9,0.512344128,1,192.9671379,0
support,0,0.506523381,4,low,7,0.675294373,0,186.4898396,1
operations,0,0.632542693,4,medium,7,0.612330282,0,184.7207193,0
marketing,0,0.751675219,3,medium,5,0.535487197,0,180.3924295,0
sales,0,0.714335139,4,high,10,0.480509055,0,195.1738977,0
marketing,0,0.837026386,3,medium,6,0.330343533,0,181.6264953,0
marketing,0,0.592560314,3,medium,7,0.32395141,0,184.6282565,0
finance,0,0.832028741,3,medium,6,0.257830928,0,182.0626578,1
operations,0,0.612493442,3,medium,7,0.76778922,0,187.0153998,1
operations,0,0.601845886,3,medium,9,0.524657269,0,191.7871742,0
operations,0,0.651686323,3,medium,5,0.597230812,0,180.3315781,0
sales,0,0.678656495,4,high,7,0.386434535,0,186.7722893,0
marketing,0,0.756553734,4,medium,8,0.489933125,0,188.9064089,1
admin,0,0.666673189,3,medium,7,0.380636853,0,186.0716898,0
engineering,0,0.741221496,3,medium,5,0.550103842,0,181.4591856,1
retail,0,0.737723587,4,medium,5,0.452697729,0,179.9453407,1
admin,0,0.651098513,4,medium,5,0.590218457,0,179.9600707,0
operations,0,0.719038382,2,high,4,0.506354653,0,177.8563967,0
retail,0,0.666202285,4,medium,8,0.531010853,0,188.1805769,1
engineering,0,0.558420394,3,medium,8,0.514704489,0,190.3259668,0
sales,0,0.672502463,3,medium,8,0.483210032,1,188.3219075,1
finance,0,0.60952231,3,medium,9,0.51161373,0,190.5394982,0
logistics,1,0.703279003,3,medium,7,0.43085046,0,186.1093281,1
IT,0,0.52316799,3,low,6,0.703073828,1,182.1276465,0
engineering,0,0.542827514,3,high,5,0.645167458,0,179.9169653,0
sales,0,0.6038192,3,medium,7,0.425488471,1,185.1467732,0
engineering,0,0.543243374,3,medium,5,0.606970215,0,181.2569857,0
finance,0,0.534246205,3,medium,8,0.365507739,1,189.6993462,0
support,0,0.638456677,3,medium,5,0.659803891,0,179.02723,0
operations,0,0.749615655,3,medium,9,0.596329718,0,191.5131662,0
engineering,0,0.700111378,4,medium,8,0.746890336,1,187.5604825,1
admin,0,0.535336088,3,high,7,0.677319581,0,187.0034217,1
support,0,0.713162389,4,high,8,0.408209271,1,189.7161259,0
admin,1,0.565571199,4,medium,6,0.67094569,1,182.084101,0
engineering,0,0.762844095,3,medium,5,0.452716945,0,180.8405417,0
sales,0,0.472420828,3,medium,9,0.523521254,1,191.5895472,0
engineering,0,0.606195246,3,high,6,0.265493715,0,183.2160444,0
sales,0,0.629292841,3,medium,8,0.40764342,1,188.3415228,0
sales,0,0.593582178,3,medium,6,0.609080179,0,183.1742157,0
operations,0,0.644611789,3,low,7,0.857100941,1,186.4160655,1
sales,0,0.531505867,3,medium,5,0.672756573,1,178.6249556,0
retail,0,0.681102818,4,medium,7,0.402398889,1,185.5245656,1
admin,0,0.621126316,3,medium,5,0.608208791,0,180.5474687,0
marketing,0,0.670280119,4,medium,10,0.616926003,0,194.7146727,0
operations,0,0.713658177,3,medium,8,0.286444868,0,187.5236553,1
marketing,0,0.704404695,3,medium,5,0.692783684,0,178.530406,0
operations,0,0.77222533,3,low,5,0.416368913,0,179.8602979,1
sales,0,0.717751249,3,low,9,0.435534856,0,193.0903429,0
operations,0,0.621919125,3,medium,6,0.585359416,0,182.6908233,0
admin,0,0.572934645,3,medium,5,0.780947841,0,179.5039328,0
engineering,0,0.744078877,3,medium,7,0.353339848,0,185.6931025,1
operations,0,0.729071964,3,high,8,0.54545524,0,188.6892863,1
sales,0,0.674250295,4,low,7,0.51379475,0,186.3205235,0
sales,0,0.578689097,4,medium,5,0.52791178,0,179.9908037,0
operations,0,0.672738259,3,low,8,0.648336346,0,187.6201871,1
sales,1,0.712744498,4,medium,5,0.425643325,0,180.7870446,1
engineering,0,0.813870371,3,medium,7,0.319614909,0,186.2998085,0
engineering,0,0.719071988,3,medium,5,0.580030917,0,179.7096841,0
finance,0,0.606415244,3,medium,5,0.623611326,0,180.5347154,0
retail,0,0.663041381,3,medium,5,0.615658012,0,179.6579026,0
sales,0,0.568893586,4,medium,7,0.300744077,1,185.9990596,0
admin,0,0.751630852,3,low,5,0.516660063,0,179.3360708,0
sales,0,0.769060332,4,medium,5,0.445355792,1,179.0362135,1
operations,0,0.775584333,4,medium,7,0.169491845,1,186.1857419,1
sales,0,0.710978094,3,low,6,0.496894669,1,183.0414204,0
marketing,0,0.74555465,3,medium,7,0.258953499,1,184.6993832,0
operations,0,0.661792799,3,medium,8,0.442617541,0,190.1955632,0
operations,0,0.658284388,3,medium,9,0.437694152,0,192.5555902,0
engineering,0,0.61351955,3,medium,10,0.556858617,1,194.6534591,0
engineering,0,0.824215907,3,medium,5,0.37193922,1,179.4520326,1
engineering,0,0.779415617,5,medium,5,0.430374534,0,180.5540782,1
sales,0,0.769576511,3,medium,6,0.342759785,1,182.2067912,1
finance,0,0.769034818,2,low,6,0.427143839,0,184.2362114,0
retail,0,0.735127355,4,medium,4,0.597860273,0,177.1011928,0
engineering,1,0.59586449,4,medium,8,0.440129478,1,189.1937533,0
sales,0,0.612611683,3,medium,5,0.716284432,0,180.62369,0
retail,0,0.72160234,3,medium,8,0.39747962,0,188.643631,0
sales,0,0.598712125,3,high,5,0.707899099,0,181.0365618,0
sales,0,0.759337844,2,medium,7,0.213870766,0,185.2536348,1
support,0,0.73154557,3,medium,8,0.516858533,0,188.5068965,1
finance,0,0.760949061,4,medium,8,0.544174968,1,187.6154664,0
operations,0,0.562454199,3,medium,9,0.590527756,0,191.2906089,0
operations,0,0.730760624,3,medium,6,0.394311523,0,182.0322365,1
sales,0,0.633014294,4,medium,10,0.533084088,0,193.9987385,0
operations,0,0.544673784,3,high,6,0.729442056,0,182.4523679,0
marketing,0,0.582946759,3,high,8,0.544853113,0,187.5311893,0
engineering,0,0.645735903,3,low,5,0.472743783,0,181.3472704,1
engineering,0,0.580675216,3,medium,6,0.678922414,1,182.1194862,0
engineering,0,0.563948668,3,medium,4,0.106092025,0,178.2938271,0
sales,0,0.652297237,4,medium,6,0.65820353,0,182.7516746,0
retail,0,0.610386006,3,medium,6,0.77818306,0,182.2677308,0
operations,0,0.577155311,4,medium,6,0.668247046,0,181.7663434,0
engineering,0,0.699711119,4,medium,6,0.331239221,0,183.6366574,0
retail,0,0.640763304,4,medium,6,0.626555447,0,182.6098298,0
retail,0,0.640776657,4,high,6,0.60983926,0,183.497741,0
operations,0,0.742415635,4,medium,8,0.610709966,0,188.9630051,1
retail,0,0.805522346,4,low,5,0.401403594,0,180.4023424,1
retail,0,0.725971317,3,medium,6,0.334455556,0,184.452205,1
sales,0,0.743742606,3,high,8,0.1282464,0,188.4986884,1
logistics,0,0.64880558,2,medium,5,0.627285738,0,180.0743075,0
finance,1,0.681100888,3,low,5,0.676298047,1,180.8171655,0
sales,0,0.681326186,4,medium,6,0.393730864,0,184.4966325,1
logistics,0,0.644644927,5,medium,7,0.3164594,0,186.8731467,0
operations,0,0.745266635,4,medium,6,0.397035011,0,183.3886446,1
retail,0,0.625682314,3,medium,8,0.385056104,0,189.1833006,0
retail,0,0.548055724,4,high,8,0.451734406,0,189.7819617,0
engineering,0,0.622234951,3,medium,6,0.590670335,0,184.1505673,0
operations,0,0.680492021,2,low,8,0.578689956,0,188.1128523,1
finance,0,0.719994839,3,medium,6,0.423336155,1,182.9180407,1
sales,0,0.738379341,3,medium,6,0.323677642,0,181.9451171,0
engineering,0,0.628328084,4,medium,7,0.49187279,0,186.3177306,1
support,0,0.792916452,3,high,5,0.334682029,0,181.2154239,1
retail,0,0.668746029,2,medium,6,0.586408335,0,184.0218836,0
sales,0,0.607707072,3,low,7,0.379519302,0,186.2087148,0
retail,0,0.655269675,3,high,6,0.456507744,0,181.8008117,0
engineering,0,0.848837094,3,medium,4,0.371049933,0,178.3288895,1
retail,0,0.848176265,3,medium,4,0.33060279,0,177.460963,1
engineering,0,0.769456744,4,medium,5,0.534054671,0,179.8662342,0
marketing,0,0.663261411,4,low,6,0.504050764,0,182.1332208,0
operations,0,0.641302371,3,medium,5,0.498741887,0,180.9366039,0
operations,0,0.567624916,3,medium,8,0.395005022,0,189.6261444,0
marketing,0,0.596293902,4,medium,6,0.647407162,0,182.0421794,0
retail,0,0.622534549,3,high,6,0.574545013,0,183.9343088,0
operations,0,0.62688522,3,medium,6,0.707412807,0,182.66336,0
engineering,0,0.770248547,3,medium,6,0.363802176,0,183.5152265,1
operations,0,0.692776613,4,high,9,0.475664882,1,191.0648011,0
engineering,0,0.76199865,3,medium,6,0.452018284,0,182.1260485,0
retail,0,0.728206311,4,high,7,0.351419672,0,184.6360679,0
support,0,0.556653469,3,medium,5,0.694039936,0,179.2310549,0
sales,0,0.694047715,4,medium,5,0.710295391,0,180.7148835,0
support,0,0.665587626,3,medium,5,0.683383208,0,179.8293295,0
operations,0,0.540543451,4,medium,5,0.207233727,0,180.7484645,0
support,0,0.633892415,3,medium,6,0.485442119,0,183.0612325,0
operations,0,0.708425319,4,medium,8,0.470269738,0,188.3506989,0
retail,0,0.595733314,4,medium,7,0.747777442,0,185.8696555,1
support,0,0.620085794,3,low,7,0.629364757,0,187.4733973,1
sales,0,0.504896546,3,high,6,0.246553995,0,182.791565,0
sales,0,0.795490997,3,medium,5,0.494092448,0,179.8277225,0
sales,0,0.74503604,3,medium,6,0.520071899,1,182.4716518,0
support,0,0.769661102,3,high,8,0.435570475,0,189.3280352,1
retail,0,0.712731079,4,medium,8,0.672400623,0,187.6719701,1
admin,0,0.564773123,3,medium,5,0.749912527,0,179.7520529,0
retail,0,0.648000242,4,medium,9,0.580129447,1,192.9225655,0
support,0,0.746342157,4,medium,8,0.492778526,0,190.3590361,0
operations,0,0.569335151,3,medium,8,0.395373411,0,188.9800092,0
operations,0,0.460465047,5,medium,7,0.730867835,0,186.5045786,1
sales,0,0.633354659,4,medium,6,0.564004086,0,181.7365961,0
support,0,0.603362092,3,medium,7,0.76747431,0,186.5720535,1
sales,0,0.775814164,3,medium,5,0.403217685,0,179.3004146,1
operations,0,0.557895175,3,low,6,0.639191977,0,182.5933419,0
finance,0,0.680704683,3,medium,6,0.459558224,0,183.6442964,1
sales,0,0.606729423,4,high,9,0.575686141,0,192.8604952,0
sales,0,0.639981241,3,low,8,0.401229153,1,188.4592029,0
operations,0,0.632283947,3,low,8,0.502422545,0,187.7281704,0
engineering,0,0.75542188,4,medium,7,0.30819881,1,186.1851227,1
sales,0,0.551250193,3,medium,10,0.527985808,0,194.5449896,0
operations,0,0.66089146,3,low,6,0.32839094,0,182.6525439,0
logistics,0,0.748164278,3,medium,6,0.374714953,0,181.5716353,1
finance,0,0.618286157,3,medium,5,0.684873396,0,179.0267444,0
operations,0,0.647390692,3,low,6,0.66904769,0,183.2756342,0
retail,0,0.590854783,3,medium,7,0.333552497,0,186.2993333,0
engineering,0,0.608427361,3,medium,6,0.586829186,0,182.7432515,0
finance,0,0.696651146,3,medium,5,0.340240163,0,181.0472526,0
sales,0,0.750672361,3,medium,5,0.452741716,0,179.2265595,1
sales,0,0.649092908,4,low,5,0.56350532,0,180.6484537,0
finance,0,0.694541894,3,medium,8,0.511208718,1,189.276107,0
sales,0,0.645234041,4,high,7,0.318121794,0,185.3042889,0
logistics,0,0.758334942,4,low,6,0.446157472,0,183.9178773,0
engineering,0,0.597580896,3,medium,8,0.445697898,0,188.0177156,0
sales,0,0.628777326,4,high,8,0.495541944,0,189.7524818,0
sales,0,0.738786692,4,medium,5,0.523060798,0,180.322347,0
sales,0,0.602870506,3,medium,6,0.35702096,0,183.5738495,0
engineering,0,0.733455504,3,high,7,0.342479834,0,186.9734239,0
operations,0,0.713208325,2,medium,6,0.475663435,0,181.6897753,1
retail,0,0.665793526,3,low,7,0.810740804,0,186.7468812,1
engineering,0,0.533447244,3,low,6,0.863512483,1,182.7676726,0
operations,0,0.611014551,3,medium,6,0.65112548,1,182.8713942,0
sales,0,0.893938721,3,medium,4,0.274164859,0,177.5837438,1
support,0,0.653955374,4,medium,6,0.260707571,0,183.3948023,0
sales,0,0.671101551,4,medium,8,0.358771266,0,188.6537368,0
